file_path,category,filename,size_kb,act_tag,section_hint,needs_validation
raw\TheConst96AndmtAct20115B15D_0.pdf,raw,TheConst96AndmtAct20115B15D_0.pdf,180.4,,,PENDING
raw\TheCrimnalLaw0304135B15D.pdf,raw,TheCrimnalLaw0304135B15D.pdf,5157.8,,,PENDING
raw\TheEnemypropertyAct2C19685B15D.pdf,raw,TheEnemypropertyAct2C19685B15D.pdf,4729.5,,,PENDING
raw\TheForeignContributionAmendmentAct_2020_091020205B15D.pdf,raw,TheForeignContributionAmendmentAct_2020_091020205B15D.pdf,297.0,,,PENDING
raw\TheForeignersAct19465B15D.pdf,raw,TheForeignersAct19465B15D.pdf,26.1,,,PENDING
raw\THENATIONALINVESTIGATIONAGENCYACT2008_03032020_05B15D.pdf,raw,THENATIONALINVESTIGATIONAGENCYACT2008_03032020_05B15D.pdf,407.8,,,PENDING
raw\ThePunjabSpecialPowersAct19565B15D.pdf,raw,ThePunjabSpecialPowersAct19565B15D.pdf,16.0,,,PENDING
raw\TheRashtriyaRakshaUniversityAct2020_05012021_15B15D.pdf,raw,TheRashtriyaRakshaUniversityAct2020_05012021_15B15D.pdf,329.7,,,PENDING
raw\The_Registration_of_Foreigners_Act_19395B15D.pdf,raw,The_Registration_of_Foreigners_Act_19395B15D.pdf,14.5,,,PENDING
raw\Transfer_prisoners_act19505B15D.pdf,raw,Transfer_prisoners_act19505B15D.pdf,13.6,,,PENDING
raw\Transfer_prisoners_act19505B15D_0.pdf,raw,Transfer_prisoners_act19505B15D_0.pdf,13.6,,,PENDING
raw\UpdatedGovernorsRules1987_051120185B15D.pdf,raw,UpdatedGovernorsRules1987_051120185B15D.pdf,101.1,,,PENDING
raw\UpdatedPresidentPensionRules1962_110520185B15D.pdf,raw,UpdatedPresidentPensionRules1962_110520185B15D.pdf,41.4,,,PENDING
raw\UpdatedVicePresidentRules1999_11052018_15B15D.pdf,raw,UpdatedVicePresidentRules1999_11052018_15B15D.pdf,30.9,,,PENDING
raw\UPReogAct2000_1309135B15D.PDF,raw,UPReogAct2000_1309135B15D.PDF,679.9,,,PENDING
raw\UPReogAct2000_1309135B15D_0.PDF,raw,UPReogAct2000_1309135B15D_0.PDF,679.9,,,PENDING
raw\userGuide.pdf,raw,userGuide.pdf,1398.4,,,PENDING
raw\userGuide_ac02fd83.pdf,raw,userGuide_ac02fd83.pdf,1398.4,,,PENDING
raw\UTdiv_Act_3112019_05B15D.pdf,raw,UTdiv_Act_3112019_05B15D.pdf,701.5,,,PENDING
raw\VicePresidentActupto2018_090820185B15D.pdf,raw,VicePresidentActupto2018_090820185B15D.pdf,21.6,,,PENDING
raw\VicePresidentActupto2018_090820185B15D_0.pdf,raw,VicePresidentActupto2018_090820185B15D_0.pdf,21.6,,,PENDING
raw\VicePresidentRulesupto2018_090820185B15D.pdf,raw,VicePresidentRulesupto2018_090820185B15D.pdf,30.9,,,PENDING
raw\Vice_presidents_pension_act19975B15D.pdf,raw,Vice_presidents_pension_act19975B15D.pdf,17.7,,,PENDING
raw\Vice_presidents_pension_act19975B15D_0.pdf,raw,Vice_presidents_pension_act19975B15D_0.pdf,17.7,,,PENDING
raw\WP-No.32027W.pdf,raw,WP-No.32027W.pdf,1516.4,,,PENDING
raw\Young_Persons_Harmful2520Publication_2520Act19565B15D.pdf,raw,Young_Persons_Harmful2520Publication_2520Act19565B15D.pdf,13.3,,,PENDING
processed_corpus\_work\extracted_input\raw\01-original.pdf,processed_corpus\_work\extracted_input\raw,01-original.pdf,6679.3,,01,PENDING
processed_corpus\_work\extracted_input\raw\12175.pdf,processed_corpus\_work\extracted_input\raw,12175.pdf,1911.7,,,PENDING
processed_corpus\_work\extracted_input\raw\12782.pdf,processed_corpus\_work\extracted_input\raw,12782.pdf,2199.5,,,PENDING
processed_corpus\_work\extracted_input\raw\16it.pdf,processed_corpus\_work\extracted_input\raw,16it.pdf,279.8,,,PENDING
processed_corpus\_work\extracted_input\raw\2011amendmentinDMCAct1957_290420175B15D.pdf,processed_corpus\_work\extracted_input\raw,2011amendmentinDMCAct1957_290420175B15D.pdf,19820.2,,,PENDING
processed_corpus\_work\extracted_input\raw\250882_english_01042024_0.pdf,processed_corpus\_work\extracted_input\raw,250882_english_01042024_0.pdf,654.7,,,PENDING
processed_corpus\_work\extracted_input\raw\250883_english_01042024.pdf,processed_corpus\_work\extracted_input\raw,250883_english_01042024.pdf,1293.2,,,PENDING
processed_corpus\_work\extracted_input\raw\250884_2_english_01042024.pdf,processed_corpus\_work\extracted_input\raw,250884_2_english_01042024.pdf,1985.5,,,PENDING
processed_corpus\_work\extracted_input\raw\32.d3.pdf,processed_corpus\_work\extracted_input\raw,32.d3.pdf,8990.1,,32,PENDING
processed_corpus\_work\extracted_input\raw\33.dhc.pdf,processed_corpus\_work\extracted_input\raw,33.dhc.pdf,9095.8,,33,PENDING
processed_corpus\_work\extracted_input\raw\33673_2026_1_12_72183_order_24-jul-2026.pdf,processed_corpus\_work\extracted_input\raw,33673_2026_1_12_72183_order_24-jul-2026.pdf,195.4,,,PENDING
processed_corpus\_work\extracted_input\raw\33673_2026_1_12_72183_order_24-jul-2026_f8eabecf.pdf,processed_corpus\_work\extracted_input\raw,33673_2026_1_12_72183_order_24-jul-2026_f8eabecf.pdf,195.4,,,PENDING
processed_corpus\_work\extracted_input\raw\34.pdf,processed_corpus\_work\extracted_input\raw,34.pdf,6362.2,,34,PENDING
processed_corpus\_work\extracted_input\raw\59605082026CRLMM29002021_181558.pdf,processed_corpus\_work\extracted_input\raw,59605082026CRLMM29002021_181558.pdf,1368.2,,,PENDING
processed_corpus\_work\extracted_input\raw\60804082026BA17122026_174305.pdf,processed_corpus\_work\extracted_input\raw,60804082026BA17122026_174305.pdf,846.1,,,PENDING
processed_corpus\_work\extracted_input\raw\60804082026BA31102026_174347.pdf,processed_corpus\_work\extracted_input\raw,60804082026BA31102026_174347.pdf,793.3,,,PENDING
processed_corpus\_work\extracted_input\raw\60805082026BA31232026_174505.pdf,processed_corpus\_work\extracted_input\raw,60805082026BA31232026_174505.pdf,804.4,,,PENDING
processed_corpus\_work\extracted_input\raw\60805082026CRLMM10872026_174424.pdf,processed_corpus\_work\extracted_input\raw,60805082026CRLMM10872026_174424.pdf,763.9,,,PENDING
processed_corpus\_work\extracted_input\raw\60805082026CRLMM19792026_174148.pdf,processed_corpus\_work\extracted_input\raw,60805082026CRLMM19792026_174148.pdf,875.1,,,PENDING
processed_corpus\_work\extracted_input\raw\60805082026CRLRMAT5112025_174251.pdf,processed_corpus\_work\extracted_input\raw,60805082026CRLRMAT5112025_174251.pdf,793.2,,,PENDING
processed_corpus\_work\extracted_input\raw\62exam.pdf,processed_corpus\_work\extracted_input\raw,62exam.pdf,1044.4,,,PENDING
processed_corpus\_work\extracted_input\raw\66-exams-nj.pdf,processed_corpus\_work\extracted_input\raw,66-exams-nj.pdf,145.6,,66,PENDING
processed_corpus\_work\extracted_input\raw\66-exams-nj_8cd2d59f.pdf,processed_corpus\_work\extracted_input\raw,66-exams-nj_8cd2d59f.pdf,145.6,,66,PENDING
processed_corpus\_work\extracted_input\raw\67905082026CMM18452023_190800.pdf,processed_corpus\_work\extracted_input\raw,67905082026CMM18452023_190800.pdf,670.6,,,PENDING
processed_corpus\_work\extracted_input\raw\68-it_cell.pdf,processed_corpus\_work\extracted_input\raw,68-it_cell.pdf,765.5,,68,PENDING
processed_corpus\_work\extracted_input\raw\74905082026FAOC822026_132213.pdf,processed_corpus\_work\extracted_input\raw,74905082026FAOC822026_132213.pdf,666.1,,,PENDING
processed_corpus\_work\extracted_input\raw\75504082026CRLA3482026_213422.pdf,processed_corpus\_work\extracted_input\raw,75504082026CRLA3482026_213422.pdf,438.4,,,PENDING
processed_corpus\_work\extracted_input\raw\76005082026CRLA8442017_144004.pdf,processed_corpus\_work\extracted_input\raw,76005082026CRLA8442017_144004.pdf,688.9,,,PENDING
processed_corpus\_work\extracted_input\raw\A2013-18.pdf,processed_corpus\_work\extracted_input\raw,A2013-18.pdf,3205.0,,18,PENDING
processed_corpus\_work\extracted_input\raw\ActAndRuleThe2520ArmsAct_171220195B15D.pdf,processed_corpus\_work\extracted_input\raw,ActAndRuleThe2520ArmsAct_171220195B15D.pdf,694.2,,,PENDING
processed_corpus\_work\extracted_input\raw\ActAndRule_TheSpecialProtectingGroup_171220195B15D.PDF,processed_corpus\_work\extracted_input\raw,ActAndRule_TheSpecialProtectingGroup_171220195B15D.PDF,830.1,,,PENDING
processed_corpus\_work\extracted_input\raw\ACT_CTCR_300820195B15D.pdf,processed_corpus\_work\extracted_input\raw,ACT_CTCR_300820195B15D.pdf,935.7,,,PENDING
processed_corpus\_work\extracted_input\raw\ACT_CTCR_UnlawfulActivitiest_300820195B15D.pdf,processed_corpus\_work\extracted_input\raw,ACT_CTCR_UnlawfulActivitiest_300820195B15D.pdf,1048.3,,,PENDING
processed_corpus\_work\extracted_input\raw\admit_card_dhjs_2026.pdf,processed_corpus\_work\extracted_input\raw,admit_card_dhjs_2026.pdf,11.4,,,PENDING
processed_corpus\_work\extracted_input\raw\adv-eng_dhjs-2026.pdf,processed_corpus\_work\extracted_input\raw,adv-eng_dhjs-2026.pdf,264.3,,,PENDING
processed_corpus\_work\extracted_input\raw\adv-eng_dhjs-2026_099d6ba0.pdf,processed_corpus\_work\extracted_input\raw,adv-eng_dhjs-2026_099d6ba0.pdf,264.3,,,PENDING
processed_corpus\_work\extracted_input\raw\advertisement_for_senior_faculty_member.pdf,processed_corpus\_work\extracted_input\raw,advertisement_for_senior_faculty_member.pdf,362.8,,,PENDING
processed_corpus\_work\extracted_input\raw\AmendmenttotheEnemyPropertyAct_110120165B15D.PDF,processed_corpus\_work\extracted_input\raw,AmendmenttotheEnemyPropertyAct_110120165B15D.PDF,134.1,,,PENDING
processed_corpus\_work\extracted_input\raw\answer_key_dhjs.pdf,processed_corpus\_work\extracted_input\raw,answer_key_dhjs.pdf,76.4,,,PENDING
processed_corpus\_work\extracted_input\raw\answer_key_dhjs_acda5f06.pdf,processed_corpus\_work\extracted_input\raw,answer_key_dhjs_acda5f06.pdf,76.4,,,PENDING
processed_corpus\_work\extracted_input\raw\answer_key_dhjs_cc2feeeb.pdf,processed_corpus\_work\extracted_input\raw,answer_key_dhjs_cc2feeeb.pdf,76.4,,,PENDING
processed_corpus\_work\extracted_input\raw\apply_link_for_dhjs_2026.pdf,processed_corpus\_work\extracted_input\raw,apply_link_for_dhjs_2026.pdf,4.4,,,PENDING
processed_corpus\_work\extracted_input\raw\APRegACT2014_015B15D.pdf,processed_corpus\_work\extracted_input\raw,APRegACT2014_015B15D.pdf,28.5,,,PENDING
processed_corpus\_work\extracted_input\raw\APRegACT2014_015B15D_0.pdf,processed_corpus\_work\extracted_input\raw,APRegACT2014_015B15D_0.pdf,28.5,,,PENDING
processed_corpus\_work\extracted_input\raw\APRegACT2014_05B15D.pdf,processed_corpus\_work\extracted_input\raw,APRegACT2014_05B15D.pdf,205.4,,,PENDING
processed_corpus\_work\extracted_input\raw\APRegACT2014_05B15D_0.pdf,processed_corpus\_work\extracted_input\raw,APRegACT2014_05B15D_0.pdf,205.4,,,PENDING
processed_corpus\_work\extracted_input\raw\AR-Rules252020105B15D.pdf,processed_corpus\_work\extracted_input\raw,AR-Rules252020105B15D.pdf,777.9,,,PENDING
processed_corpus\_work\extracted_input\raw\armed_forces_special_powers_act19585B15D.pdf,processed_corpus\_work\extracted_input\raw,armed_forces_special_powers_act19585B15D.pdf,18.8,,,PENDING
processed_corpus\_work\extracted_input\raw\arms2520act-19595B15D.pdf,processed_corpus\_work\extracted_input\raw,arms2520act-19595B15D.pdf,58.6,,,PENDING
processed_corpus\_work\extracted_input\raw\AssamRifesAct20065B15D.pdf,processed_corpus\_work\extracted_input\raw,AssamRifesAct20065B15D.pdf,10085.8,,,PENDING
processed_corpus\_work\extracted_input\raw\AssitantCustodian28E29_1311145B15D.pdf,processed_corpus\_work\extracted_input\raw,AssitantCustodian28E29_1311145B15D.pdf,16.7,,,PENDING
processed_corpus\_work\extracted_input\raw\AuthenticationOrder20025B15D.pdf,processed_corpus\_work\extracted_input\raw,AuthenticationOrder20025B15D.pdf,14425.3,,,PENDING
processed_corpus\_work\extracted_input\raw\Ayodhya_Act19935B15D.pdf,processed_corpus\_work\extracted_input\raw,Ayodhya_Act19935B15D.pdf,45.0,,,PENDING
processed_corpus\_work\extracted_input\raw\bank_account_details_dhc.pdf,processed_corpus\_work\extracted_input\raw,bank_account_details_dhc.pdf,104.5,,,PENDING
processed_corpus\_work\extracted_input\raw\bcbc61df3b552a46b7155303bedf6a75830021414aa81943d4d469ea40fe56e61785957183.pdf,processed_corpus\_work\extracted_input\raw,bcbc61df3b552a46b7155303bedf6a75830021414aa81943d4d469ea40fe56e61785957183.pdf,532.9,,,PENDING
processed_corpus\_work\extracted_input\raw\BiharReorAct2000_1309135B15D.PDF,processed_corpus\_work\extracted_input\raw,BiharReorAct2000_1309135B15D.PDF,737.0,,,PENDING
processed_corpus\_work\extracted_input\raw\BiharReorAct2000_1309135B15D_0.PDF,processed_corpus\_work\extracted_input\raw,BiharReorAct2000_1309135B15D_0.PDF,737.0,,,PENDING
processed_corpus\_work\extracted_input\raw\BM-GSR-556E_05B15D.pdf,processed_corpus\_work\extracted_input\raw,BM-GSR-556E_05B15D.pdf,8303.7,,,PENDING
processed_corpus\_work\extracted_input\raw\bsfAct26Rules5B15D.pdf,processed_corpus\_work\extracted_input\raw,bsfAct26Rules5B15D.pdf,5541.4,,,PENDING
processed_corpus\_work\extracted_input\raw\bsfAct26Rules_05B15D.pdf,processed_corpus\_work\extracted_input\raw,bsfAct26Rules_05B15D.pdf,5541.4,,,PENDING
processed_corpus\_work\extracted_input\raw\ccp19735B15D.pdf,processed_corpus\_work\extracted_input\raw,ccp19735B15D.pdf,628.6,,,PENDING
processed_corpus\_work\extracted_input\raw\CDAct1968_290520205B15D.pdf,processed_corpus\_work\extracted_input\raw,CDAct1968_290520205B15D.pdf,962.1,,,PENDING
processed_corpus\_work\extracted_input\raw\CDRegulation1968_290520205B15D.pdf,processed_corpus\_work\extracted_input\raw,CDRegulation1968_290520205B15D.pdf,1705.6,,,PENDING
processed_corpus\_work\extracted_input\raw\CDRules1968_290520205B15D.pdf,processed_corpus\_work\extracted_input\raw,CDRules1968_290520205B15D.pdf,112.1,,,PENDING
processed_corpus\_work\extracted_input\raw\census_act_19485B15D.pdf,processed_corpus\_work\extracted_input\raw,census_act_19485B15D.pdf,92.2,,,PENDING
processed_corpus\_work\extracted_input\raw\census_rules_1990_05B15D.pdf,processed_corpus\_work\extracted_input\raw,census_rules_1990_05B15D.pdf,72.3,,,PENDING
processed_corpus\_work\extracted_input\raw\Certificate-of-MHA.pdf,processed_corpus\_work\extracted_input\raw,Certificate-of-MHA.pdf,590.7,,,PENDING
processed_corpus\_work\extracted_input\raw\Certificate-of-MHA_bf670d4c.pdf,processed_corpus\_work\extracted_input\raw,Certificate-of-MHA_bf670d4c.pdf,590.7,,,PENDING
processed_corpus\_work\extracted_input\raw\Chif_gurudwara_rules_2010145B15D.PDF,processed_corpus\_work\extracted_input\raw,Chif_gurudwara_rules_2010145B15D.PDF,57.7,,,PENDING
processed_corpus\_work\extracted_input\raw\CIAct19525B15D.pdf,processed_corpus\_work\extracted_input\raw,CIAct19525B15D.pdf,25.2,,,PENDING
processed_corpus\_work\extracted_input\raw\cisfact19685B15D.pdf,processed_corpus\_work\extracted_input\raw,cisfact19685B15D.pdf,60.0,,,PENDING
processed_corpus\_work\extracted_input\raw\cisfrules20015B15D.pdf,processed_corpus\_work\extracted_input\raw,cisfrules20015B15D.pdf,198.6,,,PENDING
processed_corpus\_work\extracted_input\raw\CitizenshipAct1955_02012025_0.pdf,processed_corpus\_work\extracted_input\raw,CitizenshipAct1955_02012025_0.pdf,603.4,,,PENDING
processed_corpus\_work\extracted_input\raw\citizenship_rules2003_05B15D.pdf,processed_corpus\_work\extracted_input\raw,citizenship_rules2003_05B15D.pdf,95.8,,,PENDING
processed_corpus\_work\extracted_input\raw\combinbed_pro_05.08.2026.pdf,processed_corpus\_work\extracted_input\raw,combinbed_pro_05.08.2026.pdf,526.6,,08,PENDING
processed_corpus\_work\extracted_input\raw\combined_pro_31.07.2026.pdf,processed_corpus\_work\extracted_input\raw,combined_pro_31.07.2026.pdf,650.2,,07,PENDING
processed_corpus\_work\extracted_input\raw\Compoundingnotification06062018_15B15D.pdf,processed_corpus\_work\extracted_input\raw,Compoundingnotification06062018_15B15D.pdf,1762.8,,,PENDING
processed_corpus\_work\extracted_input\raw\CPA2019 - Copy.pdf,processed_corpus\_work\extracted_input\raw,CPA2019 - Copy.pdf,1208.0,,,PENDING
processed_corpus\_work\extracted_input\raw\CPA2019.pdf,processed_corpus\_work\extracted_input\raw,CPA2019.pdf,1208.0,,,PENDING
processed_corpus\_work\extracted_input\raw\CriminalLawAmendmendAct2C20055B15D.pdf,processed_corpus\_work\extracted_input\raw,CriminalLawAmendmendAct2C20055B15D.pdf,105.7,,,PENDING
processed_corpus\_work\extracted_input\raw\CriminalLawAmendmentAct19615B15D.pdf,processed_corpus\_work\extracted_input\raw,CriminalLawAmendmentAct19615B15D.pdf,13.9,,,PENDING
processed_corpus\_work\extracted_input\raw\crpf_act19495B15D.pdf,processed_corpus\_work\extracted_input\raw,crpf_act19495B15D.pdf,28.0,,,PENDING
processed_corpus\_work\extracted_input\raw\crpf_rules19555B15D.pdf,processed_corpus\_work\extracted_input\raw,crpf_rules19555B15D.pdf,178.6,,,PENDING
processed_corpus\_work\extracted_input\raw\CSCorr_1610145B15D.pdf,processed_corpus\_work\extracted_input\raw,CSCorr_1610145B15D.pdf,790.6,,,PENDING
processed_corpus\_work\extracted_input\raw\CSCorr_1610145B15D_0.pdf,processed_corpus\_work\extracted_input\raw,CSCorr_1610145B15D_0.pdf,790.6,,,PENDING
processed_corpus\_work\extracted_input\raw\CSdivTheCriminalLawAct_14082018_25B15D.pdf,processed_corpus\_work\extracted_input\raw,CSdivTheCriminalLawAct_14082018_25B15D.pdf,1606.8,,,PENDING
processed_corpus\_work\extracted_input\raw\CTCRdiv_UnlawfulActivitiesAct1967_09012020_05B15D.PDF,processed_corpus\_work\extracted_input\raw,CTCRdiv_UnlawfulActivitiesAct1967_09012020_05B15D.PDF,1064.0,,,PENDING
processed_corpus\_work\extracted_input\raw\DANICS_DANIPS_RULES_20035B15D.pdf,processed_corpus\_work\extracted_input\raw,DANICS_DANIPS_RULES_20035B15D.pdf,183.7,,,PENDING
processed_corpus\_work\extracted_input\raw\DeclarationoftheNationalLiberation_301120185B15D_0.pdf,processed_corpus\_work\extracted_input\raw,DeclarationoftheNationalLiberation_301120185B15D_0.pdf,31.0,,,PENDING
processed_corpus\_work\extracted_input\raw\DelhiMunicipalCorporationAct-1957_290420175B15D.pdf,processed_corpus\_work\extracted_input\raw,DelhiMunicipalCorporationAct-1957_290420175B15D.pdf,1799.1,,,PENDING
processed_corpus\_work\extracted_input\raw\DM_Athority_rules20065B15D.pdf,processed_corpus\_work\extracted_input\raw,DM_Athority_rules20065B15D.pdf,109.8,,,PENDING
processed_corpus\_work\extracted_input\raw\DM_NEC_Rules20065B15D.pdf,processed_corpus\_work\extracted_input\raw,DM_NEC_Rules20065B15D.pdf,372.4,,,PENDING
processed_corpus\_work\extracted_input\raw\DM_NIDM_rules20065B15D.pdf,processed_corpus\_work\extracted_input\raw,DM_NIDM_rules20065B15D.pdf,459.1,,,PENDING
processed_corpus\_work\extracted_input\raw\DM_Regulation20065B15D.pdf,processed_corpus\_work\extracted_input\raw,DM_Regulation20065B15D.pdf,679.8,,,PENDING
processed_corpus\_work\extracted_input\raw\download_admit_card_for_chfr25.pdf,processed_corpus\_work\extracted_input\raw,download_admit_card_for_chfr25.pdf,49.6,,,PENDING
processed_corpus\_work\extracted_input\raw\download_admit_card_for_chfr25_0.pdf,processed_corpus\_work\extracted_input\raw,download_admit_card_for_chfr25_0.pdf,49.6,,,PENDING
processed_corpus\_work\extracted_input\raw\E-gazette5B15D.pdf,processed_corpus\_work\extracted_input\raw,E-gazette5B15D.pdf,104.4,,,PENDING
processed_corpus\_work\extracted_input\raw\Emblem-Rules20075B15D.pdf,processed_corpus\_work\extracted_input\raw,Emblem-Rules20075B15D.pdf,4111.6,,,PENDING
processed_corpus\_work\extracted_input\raw\EnemyPropertyFourthOrdinanceDated280820165B15D.pdf,processed_corpus\_work\extracted_input\raw,EnemyPropertyFourthOrdinanceDated280820165B15D.pdf,1376.0,,,PENDING
processed_corpus\_work\extracted_input\raw\EnemyProperty_ThirdOrdiance_31-05-20165B15D.pdf,processed_corpus\_work\extracted_input\raw,EnemyProperty_ThirdOrdiance_31-05-20165B15D.pdf,698.8,,05,PENDING
processed_corpus\_work\extracted_input\raw\ExplosiveSubstancesAct19085B15D.pdf,processed_corpus\_work\extracted_input\raw,ExplosiveSubstancesAct19085B15D.pdf,12.9,,,PENDING
processed_corpus\_work\extracted_input\raw\FC-RegulationAct-2010-C5B15D.pdf,processed_corpus\_work\extracted_input\raw,FC-RegulationAct-2010-C5B15D.pdf,7935.3,,,PENDING
processed_corpus\_work\extracted_input\raw\FC-rules20115B15D.pdf,processed_corpus\_work\extracted_input\raw,FC-rules20115B15D.pdf,2781.5,,,PENDING
processed_corpus\_work\extracted_input\raw\FCRAAMENDMENT2020_MHANotification_091020205B15D.pdf,processed_corpus\_work\extracted_input\raw,FCRAAMENDMENT2020_MHANotification_091020205B15D.pdf,856.1,,,PENDING
processed_corpus\_work\extracted_input\raw\fr_rules_19925B15D.pdf,processed_corpus\_work\extracted_input\raw,fr_rules_19925B15D.pdf,3342.8,,,PENDING
processed_corpus\_work\extracted_input\raw\gazette-dm5B15D.pdf,processed_corpus\_work\extracted_input\raw,gazette-dm5B15D.pdf,999.5,,,PENDING
processed_corpus\_work\extracted_input\raw\GazetteNotificationforRRURules_05012021_05B15D.pdf,processed_corpus\_work\extracted_input\raw,GazetteNotificationforRRURules_05012021_05B15D.pdf,1751.7,,,PENDING
processed_corpus\_work\extracted_input\raw\GazetteofIndia_09015B15D.pdf,processed_corpus\_work\extracted_input\raw,GazetteofIndia_09015B15D.pdf,1206.4,,,PENDING
processed_corpus\_work\extracted_input\raw\GovAmendActPublis_51828E29_20145B15D.pdf,processed_corpus\_work\extracted_input\raw,GovAmendActPublis_51828E29_20145B15D.pdf,147.8,,,PENDING
processed_corpus\_work\extracted_input\raw\GovEAPAmendmentAct2014_05B15D.pdf,processed_corpus\_work\extracted_input\raw,GovEAPAmendmentAct2014_05B15D.pdf,75.7,,,PENDING
processed_corpus\_work\extracted_input\raw\GovEAPAmendmentAct2014_05B15D_0.pdf,processed_corpus\_work\extracted_input\raw,GovEAPAmendmentAct2014_05B15D_0.pdf,75.7,,,PENDING
processed_corpus\_work\extracted_input\raw\GovernmentNationalCapitalTerritoryAct5B15D.pdf,processed_corpus\_work\extracted_input\raw,GovernmentNationalCapitalTerritoryAct5B15D.pdf,85.4,,,PENDING
processed_corpus\_work\extracted_input\raw\GovernmentUnionterritoriesAct19635B15D.pdf,processed_corpus\_work\extracted_input\raw,GovernmentUnionterritoriesAct19635B15D.pdf,158.2,,,PENDING
processed_corpus\_work\extracted_input\raw\GOVERNORSEmoluments_Act19825B15D.pdf,processed_corpus\_work\extracted_input\raw,GOVERNORSEmoluments_Act19825B15D.pdf,78.9,,,PENDING
processed_corpus\_work\extracted_input\raw\GOVERNORSEmoluments_Act19825B15D_0.pdf,processed_corpus\_work\extracted_input\raw,GOVERNORSEmoluments_Act19825B15D_0.pdf,78.9,,,PENDING
processed_corpus\_work\extracted_input\raw\GovrnorsActs26Rules_09082018_05B15D.pdf,processed_corpus\_work\extracted_input\raw,GovrnorsActs26Rules_09082018_05B15D.pdf,115.1,,,PENDING
processed_corpus\_work\extracted_input\raw\GovrnorsActs26Rules_09082018_05B15D_0.pdf,processed_corpus\_work\extracted_input\raw,GovrnorsActs26Rules_09082018_05B15D_0.pdf,115.1,,,PENDING
processed_corpus\_work\extracted_input\raw\important_instructions_dhjs-2026.pdf,processed_corpus\_work\extracted_input\raw,important_instructions_dhjs-2026.pdf,689.5,,,PENDING
processed_corpus\_work\extracted_input\raw\important_instructions_dhjs-2026_0.pdf,processed_corpus\_work\extracted_input\raw,important_instructions_dhjs-2026_0.pdf,689.5,,,PENDING
processed_corpus\_work\extracted_input\raw\Investigation2520of2520High2520Quality2520Counterfeit2520Indian2520Currency2520Offences2520Rules2C252020135B15D.PDF,processed_corpus\_work\extracted_input\raw,Investigation2520of2520High2520Quality2520Counterfeit2520Indian2520Currency2520Offences2520Rules2C252020135B15D.PDF,155.6,,,PENDING
processed_corpus\_work\extracted_input\raw\IPC18605B15D.pdf,processed_corpus\_work\extracted_input\raw,IPC18605B15D.pdf,358.2,IPC->BNS,,PENDING
processed_corpus\_work\extracted_input\raw\IS_IIActs_280820185B15D.pdf,processed_corpus\_work\extracted_input\raw,IS_IIActs_280820185B15D.pdf,122.8,,,PENDING
processed_corpus\_work\extracted_input\raw\ITBP-Act19925B15D.pdf,processed_corpus\_work\extracted_input\raw,ITBP-Act19925B15D.pdf,185.1,,,PENDING
processed_corpus\_work\extracted_input\raw\ITBP-Rule-19945B15D.pdf,processed_corpus\_work\extracted_input\raw,ITBP-Rule-19945B15D.pdf,376.7,,,PENDING
processed_corpus\_work\extracted_input\raw\jud-03082026_odtt.pdf,processed_corpus\_work\extracted_input\raw,jud-03082026_odtt.pdf,11.6,,,PENDING
processed_corpus\_work\extracted_input\raw\jud-03082026_odtt_0.pdf,processed_corpus\_work\extracted_input\raw,jud-03082026_odtt_0.pdf,75.1,,,PENDING
processed_corpus\_work\extracted_input\raw\jud-03082026_odtt_1.pdf,processed_corpus\_work\extracted_input\raw,jud-03082026_odtt_1.pdf,54.4,,,PENDING
processed_corpus\_work\extracted_input\raw\jud-04082026.odtttt.pdf,processed_corpus\_work\extracted_input\raw,jud-04082026.odtttt.pdf,52.6,,,PENDING
processed_corpus\_work\extracted_input\raw\jud-05082026.odttttt.pdf,processed_corpus\_work\extracted_input\raw,jud-05082026.odttttt.pdf,75.4,,,PENDING
processed_corpus\_work\extracted_input\raw\jud-05082026.odttttt_0.pdf,processed_corpus\_work\extracted_input\raw,jud-05082026.odttttt_0.pdf,70.1,,,PENDING
processed_corpus\_work\extracted_input\raw\jud-05082026.odttttt_1.pdf,processed_corpus\_work\extracted_input\raw,jud-05082026.odttttt_1.pdf,10.9,,,PENDING
processed_corpus\_work\extracted_input\raw\jud-31072026.odtt.pdf,processed_corpus\_work\extracted_input\raw,jud-31072026.odtt.pdf,54.4,,,PENDING
processed_corpus\_work\extracted_input\raw\jud_01_for_31.07.2026_1.pdf,processed_corpus\_work\extracted_input\raw,jud_01_for_31.07.2026_1.pdf,731.5,,07,PENDING
processed_corpus\_work\extracted_input\raw\jud_1_for_03.08.2026.pdf,processed_corpus\_work\extracted_input\raw,jud_1_for_03.08.2026.pdf,437.0,,08,PENDING
processed_corpus\_work\extracted_input\raw\j_03082026.pdf,processed_corpus\_work\extracted_input\raw,j_03082026.pdf,662.8,,,PENDING
processed_corpus\_work\extracted_input\raw\LAPI-Act-0808115B15D.pdf,processed_corpus\_work\extracted_input\raw,LAPI-Act-0808115B15D.pdf,11530.8,,,PENDING
processed_corpus\_work\extracted_input\raw\LotteriesAct-19985B15D.pdf,processed_corpus\_work\extracted_input\raw,LotteriesAct-19985B15D.pdf,35.4,,,PENDING
processed_corpus\_work\extracted_input\raw\LotteriesAct-19985B15D_0.pdf,processed_corpus\_work\extracted_input\raw,LotteriesAct-19985B15D_0.pdf,35.4,,,PENDING
